Zip,Total,white_1,black_1,white_2,black_2
8600000US47528,462,452,0,10,0
8600000US47542,10196,7939,58,975,0
8600000US47550,744,731,0,13,0
8600000US47578,835,814,0,19,0
8600000US47584,140,140,0,0,0
8600000US47598,3191,3128,0,32,0
8600000US47601,14019,13264,51,196,0
8600000US47638,3483,3447,0,22,0
8600000US47712,26881,25175,636,128,0
8600000US47836,0,0,0,0,0
8600000US47841,2259,2232,0,3,0
8600000US47847,1185,1153,0,8,0
8600000US47848,1670,1593,36,18,0
8600000US47849,331,331,0,0,0
8600000US47860,384,378,0,0,0
8600000US47861,853,827,0,21,0
8600000US47866,593,414,0,179,0
8600000US47881,361,359,0,2,0
8600000US47904,17225,12922,1556,1515,8
8600000US47905,41910,33735,2347,2927,30
8600000US47916,62,58,0,3,0
8600000US47920,2498,2463,0,17,0
8600000US47929,710,706,0,0,0
8600000US47944,3412,3305,12,40,0
8600000US47666,1842,1716,8,56,0
8600000US47710,19081,16277,1838,200,0
8600000US47633,2575,2565,6,0,0
8600000US47654,82,82,0,0,0
8600000US47833,961,961,0,0,0
8600000US47834,19215,18329,190,57,0
8600000US47850,2386,2308,0,16,0
8600000US47859,821,813,0,0,0
8600000US47863,246,246,0,0,0
8600000US47320,3460,3307,0,9,0
8600000US47327,4626,4481,9,3,0
8600000US47330,5509,5227,55,13,0
8600000US47342,2639,2614,2,4,0
8600000US47346,3945,3914,8,3,0
8600000US47355,2875,2719,37,14,0
8600000US47357,884,875,0,0,3
8600000US47359,2941,2762,0,17,0
8600000US47371,12336,11512,69,377,0
8600000US47247,183,176,0,2,0
8600000US47263,245,222,6,7,0
8600000US47303,25545,20464,3170,375,7
8600000US47305,3518,2624,503,24,139
8600000US47334,3267,3174,19,36,0
8600000US47345,1475,1386,0,18,0
8600000US47352,1064,1048,0,14,0
8600000US47885,8994,8798,24,62,0
8600000US47933,27661,24979,286,1232,0
8600000US47951,2265,2047,32,130,0
8600000US47960,14559,13082,58,236,9
8600000US47965,609,587,0,16,0
8600000US47966,378,358,0,10,0
8600000US47971,1961,1825,15,113,0
8600000US47118,3150,3023,4,36,0
8600000US47122,10910,10492,69,62,0
8600000US47135,1077,922,0,16,0
8600000US47170,14673,14127,42,228,0
8600000US47172,17806,15992,338,617,1
8600000US47177,1092,971,37,21,0
8600000US47203,27320,23174,411,553,0
8600000US47336,3142,3077,20,7,0
8600000US47339,499,494,0,3,0
8600000US47356,5252,5055,14,54,0
8600000US47373,2468,2402,0,10,0
8600000US47384,1851,1769,0,3,0
8600000US47387,793,775,5,0,0
8600000US47401,43407,35243,1436,744,0
8600000US47404,23466,20096,1016,533,20
8600000US47420,446,446,0,0,0
8600000US47438,4416,4245,30,31,0
8600000US47465,480,453,1,5,0
8600000US47020,1192,1192,0,0,0
8600000US47034,100,97,0,3,0
8600000US47137,1607,1581,12,0,0
8600000US47112,16246,15321,132,247,0
8600000US47126,4821,4634,23,10,0
8600000US47138,4892,4715,18,47,0
8600000US47142,1091,1090,0,0,0
8600000US47145,2024,1936,0,22,0
8600000US47147,1131,1131,0,0,0
8600000US47274,30970,26527,453,1114,0
8600000US47166,1540,1489,0,0,0
8600000US47224,642,632,0,0,0
8600000US47244,737,733,0,0,0
8600000US47994,301,299,0,0,0
8600000US47424,8842,8643,60,51,0
8600000US47449,315,213,0,0,0
8600000US47468,1539,1483,0,25,0
8600000US47514,1668,1280,359,23,0
8600000US47515,821,821,0,0,0
8600000US47521,639,639,0,0,0
8600000US47523,3316,2913,0,241,0
8600000US47551,923,923,0,0,0
8600000US47557,1803,1745,0,25,0
8600000US47567,6117,5922,79,16,0
8600000US47575,1177,1177,0,0,0
8600000US47620,13120,12417,297,12,127
8600000US47660,4897,4753,29,45,2
8600000US47017,439,439,0,0,0
8600000US47024,3340,3337,0,0,0
8600000US47035,210,210,0,0,0
8600000US47117,4363,4215,90,25,0
8600000US47125,1646,1609,0,37,0
8600000US47165,6330,6110,0,121,0
8600000US47201,44127,35276,910,1523,0
8600000US47001,10264,9998,44,56,0
8600000US47010,249,249,0,0,0
8600000US47011,839,791,0,48,0
8600000US47012,9959,9845,25,12,0
8600000US47016,949,947,0,1,0
8600000US47023,1691,1662,0,25,0
8600000US47115,2874,2752,0,71,10
8600000US47130,46299,35208,5999,2019,39
8600000US47140,2489,2400,17,15,0
8600000US47162,673,673,0,0,0
8600000US47226,231,195,26,8,0
8600000US47220,5803,5532,18,43,0
8600000US47231,794,752,26,10,0
8600000US47235,1516,1410,51,0,0
8600000US47265,20476,19193,314,473,0
8600000US47273,1737,1724,0,13,0
8600000US47344,128,127,0,0,0
8600000US47361,214,205,0,8,0
8600000US47390,4966,4240,0,510,0
8600000US47713,10427,4939,4300,205,15
8600000US47840,1815,1815,0,0,0
8600000US47855,523,517,0,0,0
8600000US47862,1508,1348,0,7,0
8600000US47874,3102,3015,0,9,0
8600000US47926,1333,1304,4,1,0
8600000US47394,8167,7721,104,54,0
8600000US47380,1612,1576,0,8,0
8600000US47385,1319,1265,0,0,0
8600000US47431,1586,1511,0,0,0
8600000US47446,10569,10241,19,22,0
8600000US47455,82,62,0,0,0
8600000US47513,2527,2485,0,9,0
8600000US47529,1057,1039,0,9,0
8600000US47531,701,701,0,0,0
8600000US47576,346,346,0,0,0
8600000US47536,0,0,0,0,0
8600000US47537,998,985,0,2,0
8600000US47568,720,720,0,0,0
8600000US47588,556,538,0,3,0
8600000US47590,419,419,0,0,0
8600000US47596,82,82,0,0,0
8600000US47616,282,276,0,0,0
8600000US47648,4242,3864,24,61,0
8600000US47683,180,180,0,0,0
8600000US47708,329,315,14,0,0
8600000US47720,17589,17108,114,100,0
8600000US47803,20593,18266,1103,225,4
8600000US47807,12313,8828,1730,143,0
8600000US47970,1830,1679,20,79,0
8600000US47981,929,891,0,0,0
8600000US47983,254,254,0,0,0
8600000US47243,6053,5766,102,45,0
8600000US47280,934,857,0,77,0
8600000US47337,177,173,0,2,0
8600000US47846,552,537,0,15,0
8600000US47853,110,110,0,0,0
8600000US47854,722,722,0,0,0
8600000US47868,3080,3005,0,0,0
8600000US47901,3702,3167,113,261,0
8600000US47906,75899,53583,2212,2773,101
8600000US47921,1214,1038,19,93,0
8600000US47932,5001,4778,43,62,0
8600000US47940,1742,1705,2,0,0
8600000US47955,958,895,0,49,0
8600000US47980,1002,980,0,7,0
8600000US47338,2682,2644,11,4,0
8600000US47341,2339,2309,0,0,0
8600000US47348,9226,8891,17,171,0
8600000US47360,1333,1222,10,45,0
8600000US47832,976,969,0,0,0
8600000US47982,195,187,0,5,0
8600000US47987,4045,3928,6,18,0
8600000US47990,1836,1788,0,31,0
8600000US47997,118,116,0,0,1
8600000US47368,2935,2811,15,32,0
8600000US47381,193,139,0,50,0
8600000US47451,1184,1116,0,23,0
8600000US47460,10916,10439,45,161,22
8600000US47462,4367,4204,29,31,0
8600000US47516,1330,1267,0,0,0
8600000US47610,5028,4937,29,11,0
8600000US47612,737,719,0,7,0
8600000US47619,1684,1649,3,0,0
8600000US47150,47857,39895,3839,1289,120
8600000US47250,21984,20133,576,709,0
8600000US47711,32357,28997,1475,339,10
8600000US47725,17267,15704,456,186,0
8600000US47802,35054,28259,2873,761,9
8600000US47837,1180,1037,0,0,0
8600000US47858,657,632,0,25,0
8600000US47865,317,296,0,0,0
8600000US47917,568,457,0,105,0
8600000US47925,197,176,0,0,0
8600000US47978,11324,10324,157,314,0
8600000US47963,1949,1896,0,43,0
8600000US47967,564,554,4,1,0
8600000US47974,1138,1062,8,7,2
8600000US47283,3227,3084,0,43,0
8600000US47362,30010,27589,1085,351,0
8600000US47106,4788,4756,3,0,0
8600000US47670,12066,10958,583,166,0
8600000US47930,1374,1347,0,2,0
8600000US47546,21137,19719,123,672,8
8600000US47025,22710,21560,238,276,0
8600000US47141,1650,1403,0,247,0
8600000US47232,3284,3027,11,44,0
8600000US47429,8819,8253,53,25,0
8600000US47611,1559,1512,0,14,0
8600000US47992,1640,1351,0,273,0
8600000US47040,5025,4788,120,32,0
8600000US47161,3197,3090,2,42,0
8600000US47952,3056,2984,2,28,0
8600000US47104,38,38,0,0,0
8600000US47110,840,840,0,0,0
8600000US47306,4982,4019,420,228,22
8600000US47324,162,158,0,0,0
8600000US47335,647,639,2,6,0
8600000US47367,23,23,0,0,0
8600000US47388,287,285,0,0,2
8600000US47405,3821,2904,107,198,0
8600000US47434,0,0,0,0,0
8600000US47437,148,148,0,0,0
8600000US47457,170,148,0,0,0
8600000US47458,28,28,0,0,0
8600000US47809,2723,2010,497,98,11
8600000US47857,443,423,12,0,0
8600000US47869,94,66,28,0,0
8600000US47871,246,243,0,0,0
8600000US47880,43,43,0,0,0
8600000US47907,0,0,0,0,0
8600000US47382,245,239,0,0,0
8600000US47522,470,298,45,76,0
8600000US47574,285,285,0,0,0
8600000US47630,36245,32591,989,504,0
8600000US47805,12695,12329,108,32,0
8600000US47665,3681,3592,4,5,0
8600000US47872,8770,8265,67,124,0
8600000US47123,80,80,0,0,0
8600000US47227,2308,2308,0,0,0
8600000US47467,117,117,0,0,0
8600000US47525,276,276,0,0,0
8600000US47637,1254,1254,0,0,0
8600000US47918,5803,5508,22,190,0
8600000US47433,3902,3793,55,0,0
8600000US47535,823,810,0,0,0
8600000US47635,5529,5236,115,68,0
8600000US47989,1353,1262,0,30,0
8600000US47369,1327,1316,1,4,0
8600000US48742,1694,1634,3,12,0
8600000US48745,1249,1145,9,14,0
8600000US48807,844,830,2,5,0
8600000US48809,10789,10242,21,151,0
8600000US48871,2070,1912,5,113,0
8600000US48823,51230,37459,3318,1683,156
8600000US48854,19773,17941,496,469,75
8600000US48857,2817,2699,0,50,0
8600000US48874,79,79,0,0,0
8600000US48001,11885,11565,7,49,0
8600000US48048,7689,6391,579,117,0
8600000US48050,1677,1662,0,1,0
8600000US48051,18531,15617,1804,267,32
8600000US48082,16540,15305,280,405,0
8600000US48083,22981,15179,1319,487,0
8600000US48093,24886,19017,3600,467,0
8600000US48095,5797,5326,54,195,0
8600000US48917,32264,21670,4399,1952,144
8600000US48006,4160,3959,17,42,0
8600000US48036,21638,15186,4759,305,0
8600000US48043,16371,11149,4140,272,3
8600000US48045,24999,21292,2158,580,50
8600000US48047,40434,35767,1737,954,1
8600000US48063,4024,3737,135,52,0
8600000US48069,2389,2117,49,21,0
8600000US48074,9152,8325,10,332,0
8600000US48076,25220,7287,16404,164,59
8600000US48081,20626,18983,671,435,0
8600000US48601,35270,8828,20980,2063,282
8600000US48603,26715,20370,2252,1471,136
8600000US48617,8670,8194,29,176,0
8600000US48089,31538,18628,9833,526,9
8600000US48135,26809,24048,699,945,0
8600000US48626,5875,5553,45,232,0
8600000US48627,103,80,12,0,0
8600000US48650,7157,6809,46,162,0
8600000US48652,1736,1591,0,19,0
8600000US48659,2711,2651,3,9,0
8600000US48705,529,505,0,12,0
8600000US48708,26281,22035,749,1996,80
8600000US48720,987,964,0,10,0
8600000US48732,11330,10138,290,510,15
8600000US48733,1693,1523,27,100,0
8600000US48740,2353,2236,20,25,0
8600000US48747,1348,1302,2,26,0
8600000US48755,2985,2801,12,82,0
8600000US48768,9639,8760,171,312,29
8600000US48820,17893,15947,469,739,9
8600000US48821,6065,5185,242,193,0
8600000US48829,3429,3081,1,172,0
8600000US48841,768,720,0,14,0
8600000US48888,5978,5574,36,260,0
8600000US48770,1893,1862,0,10,4
8600000US48851,2146,1992,7,63,0
8600000US48174,31199,18854,9579,809,0
8600000US48237,29849,10565,16625,220,150
8600000US48421,6323,6023,16,53,0
8600000US48457,8140,7653,140,139,0
8600000US48889,1327,1260,6,11,0
8600000US48891,2750,2619,3,72,0
8600000US48894,1893,1774,0,100,0
8600000US48229,9372,2769,3994,895,23
8600000US48234,34156,1303,31859,109,96
8600000US48320,4839,4264,201,263,0
8600000US48240,17395,9344,6749,329,2
8600000US48304,16094,12734,1056,274,0
8600000US48317,28730,23938,1092,812,52
8600000US48322,32681,21686,5906,212,8
8600000US48329,24599,20981,952,790,40
8600000US48336,25897,18015,4965,645,0
8600000US48367,4683,4541,39,13,0
8600000US48375,22827,13692,1807,445,0
8600000US48428,5066,4917,0,61,0
8600000US48441,4008,3816,25,33,0
8600000US48449,2928,2757,52,39,0
8600000US48461,8039,7670,21,216,0
8600000US48471,5224,4828,75,109,0
8600000US48604,12435,9158,1455,1094,9
8600000US48616,7294,6634,24,330,0
8600000US48625,13005,12410,90,96,0
8600000US48629,7372,7064,0,160,0
8600000US48634,4546,4309,0,158,0
8600000US48636,712,690,0,0,0
8600000US48642,32096,28831,463,407,1
8600000US48655,5799,5299,22,304,0
8600000US48728,242,240,0,0,0
8600000US48735,1060,997,3,49,0
8600000US48436,3779,3665,29,48,0
8600000US48456,698,696,0,0,0
8600000US48473,22060,20098,882,502,0
8600000US48506,29238,22346,2969,1346,154
8600000US48033,16457,3331,11552,226,64
8600000US48085,25938,18789,837,315,0
8600000US48088,21844,18046,1970,370,0
8600000US48168,22336,16719,529,747,0
8600000US48177,178,178,0,0,0
8600000US48193,15654,12854,1220,409,59
8600000US48233,0,0,0,0,0
8600000US48243,0,0,0,0,0
8600000US48397,0,0,0,0,0
8600000US48411,145,145,0,0,0
8600000US48551,0,0,0,0,0
8600000US48553,0,0,0,0,0
8600000US48554,0,0,0,0,0
8600000US48638,11923,9085,1399,580,67
8600000US48667,0,0,0,0,0
8600000US48710,0,0,0,0,0
8600000US48816,69,69,0,0,0
8600000US48825,12770,8832,1028,466,7
8600000US48855,15045,14067,69,259,0
8600000US48870,201,170,0,27,0
8600000US48921,0,0,0,0,0
8600000US48879,17959,16797,125,601,0
8600000US48204,24524,498,23026,502,116
8600000US48306,27663,22745,857,842,1
8600000US48418,3984,3837,0,74,0
8600000US48331,21650,14776,3469,309,0
8600000US48381,13384,12460,156,225,1
8600000US48470,801,777,0,19,0
8600000US48897,1448,1360,0,24,0
8600000US48327,22356,19197,1118,713,35
8600000US48092,26893,19720,2717,363,11
8600000US48059,14957,13916,193,302,0
8600000US48186,34255,24446,6598,803,75
8600000US48002,3234,3110,0,70,0
8600000US48028,1030,1005,0,0,0
8600000US48453,5239,4921,52,128,0
8600000US50258,975,914,0,10,0
8600000US50268,1054,988,24,10,0
8600000US50278,788,773,0,0,0
8600000US50453,527,493,22,11,0
8600000US50476,819,812,3,1,0
8600000US50840,512,489,0,13,0
8600000US50845,861,850,0,9,0
8600000US50846,924,914,0,3,0
8600000US50146,428,387,0,32,0
8600000US50107,1156,1145,0,4,0
8600000US50124,4053,3898,42,72,0
8600000US50140,2831,2406,126,94,0
8600000US50153,823,821,0,0,0
8600000US50208,20693,19038,656,398,1
8600000US50229,895,880,0,2,0
8600000US50234,581,560,3,10,0
8600000US50078,171,161,0,0,0
8600000US50101,29,19,0,10,0
8600000US50104,68,68,0,0,0
8600000US50122,1358,1354,0,3,0
8600000US50126,6754,6137,92,337,10
8600000US50128,445,376,0,27,0
8600000US50136,399,384,0,0,0
8600000US50142,933,888,13,2,0
8600000US50160,498,460,0,28,0
8600000US50165,109,109,0,0,0
8600000US50166,1540,1487,0,29,0
8600000US50206,483,473,0,0,0
8600000US50207,2093,2089,0,0,0
8600000US50216,2455,2382,0,49,0
8600000US50218,151,151,0,0,0
8600000US50219,13568,12680,61,49,0
8600000US50232,375,375,0,0,0
8600000US50236,1472,1469,0,0,0
8600000US50246,613,609,0,2,0
8600000US50247,2568,2432,33,47,0
8600000US50263,23858,20979,280,1061,0
8600000US50272,143,143,0,0,0
8600000US50274,252,251,0,0,0
8600000US50275,566,564,0,0,0
8600000US50313,19073,13616,1733,2337,8
8600000US50317,37976,28288,2813,3660,186
8600000US50325,17007,14291,354,562,0
8600000US50434,356,349,0,0,0
8600000US50027,310,285,11,0,0
8600000US50041,89,89,0,0,0
8600000US50066,225,165,0,32,0
8600000US50069,1009,936,0,30,0
8600000US50072,2425,2341,0,31,0
8600000US50074,422,422,0,0,0
8600000US50514,1443,1435,0,4,0
8600000US50515,260,248,0,0,0
8600000US50527,224,224,0,0,0
8600000US50536,4483,4054,195,134,12
8600000US50630,1934,1862,30,2,0
8600000US50543,1363,1284,40,0,0
8600000US50575,1017,1003,0,3,0
8600000US50619,2421,2325,9,19,0
8600000US50645,1113,1094,0,19,0
8600000US50650,881,875,0,5,0
8600000US50655,766,730,0,3,0
8600000US50667,738,721,0,5,0
8600000US50703,18978,9802,6324,987,37
8600000US50847,112,112,0,0,0
8600000US50859,577,574,0,1,0
8600000US50436,5845,5296,105,118,0
8600000US50444,387,371,0,14,0
8600000US50008,880,797,28,7,0
8600000US50022,8282,7883,40,170,0
8600000US50051,276,259,0,6,0
8600000US50054,2909,2756,0,53,0
8600000US50056,1435,1383,0,43,0
8600000US50106,952,916,0,36,0
8600000US50118,952,903,15,8,0
8600000US50119,377,374,0,3,0
8600000US50133,401,361,0,22,0
8600000US50139,1237,1062,10,117,0
8600000US50154,424,418,0,0,0
8600000US50164,540,519,0,8,0
8600000US50036,16455,15397,98,398,0
8600000US50055,903,874,3,10,0
8600000US50058,1909,1860,0,24,0
8600000US50061,1678,1573,32,10,0
8600000US50065,701,686,0,9,0
8600000US50067,247,228,0,0,0
8600000US50071,1076,968,36,44,0
8600000US50129,4906,4573,6,67,8
8600000US50150,1015,999,0,0,0
8600000US50155,300,296,0,0,0
8600000US50201,8303,7904,63,105,0
8600000US50248,4321,3984,0,56,0
8600000US50251,1426,1361,20,0,0
8600000US50264,460,458,0,0,0
8600000US50265,32135,25716,1706,1899,45
8600000US50309,7008,4016,1406,287,32
8600000US50311,15740,10763,2110,901,6
8600000US50428,9339,8734,48,158,0
8600000US50438,4109,3956,13,59,0
8600000US50447,1304,1149,27,67,0
8600000US50449,759,701,4,41,0
8600000US50457,340,340,0,0,0
8600000US50477,211,211,0,0,0
8600000US50478,773,721,0,46,0
8600000US50484,404,353,11,3,0
8600000US50517,1094,1006,51,23,0
8600000US50519,623,610,0,12,0
8600000US50529,798,753,0,29,0
8600000US50545,233,209,8,16,0
8600000US50578,584,567,0,16,0
8600000US50579,2682,2492,76,48,0
8600000US50003,7118,6909,35,32,0
8600000US50009,19559,18352,167,544,0
8600000US50025,3107,2993,2,1,18
8600000US50044,913,909,0,0,0
8600000US50032,277,277,0,0,0
8600000US50034,359,359,0,0,0
8600000US50035,7660,7242,0,296,0
8600000US50050,721,687,9,4,0
8600000US50063,2469,2384,37,30,0
8600000US50068,341,338,0,0,0
8600000US50582,264,259,0,0,0
8600000US50597,1195,1171,0,10,0
8600000US50612,333,333,0,0,0
8600000US50626,1721,1700,4,6,0
8600000US50629,2220,2145,0,0,0
8600000US50633,375,366,0,9,0
8600000US50638,3297,3218,47,0,0
8600000US50642,509,506,0,0,0
8600000US50666,1106,1099,0,0,0
8600000US50681,405,395,0,4,0
8600000US50701,31102,25585,2362,598,0
8600000US50439,168,157,0,11,0
8600000US50440,557,556,0,1,0
8600000US50441,5371,4208,110,537,0
8600000US50451,505,486,0,10,0
8600000US50461,5583,5438,6,23,0
8600000US50468,1366,1338,14,6,0
8600000US50472,2335,2297,0,5,0
8600000US50483,652,613,3,16,0
8600000US50516,598,572,0,14,0
8600000US50518,442,380,0,62,0
8600000US50522,986,957,8,5,0
8600000US50525,3487,2783,4,253,0
8600000US50535,1024,942,51,28,0
8600000US50546,244,244,0,0,0
8600000US50558,634,629,0,5,0
8600000US50559,287,278,0,1,1
8600000US50562,381,365,0,16,0
8600000US50565,425,356,0,48,0
8600000US50571,406,399,0,0,0
8600000US50590,853,769,0,7,0
8600000US50602,1550,1442,10,29,0
8600000US50603,581,529,0,6,0
8600000US50625,1042,1013,0,16,0
8600000US50644,8849,8472,16,144,0
8600000US50075,838,736,0,47,0
8600000US50002,1460,1353,14,44,0
8600000US50005,1073,1011,0,0,0
8600000US50006,1651,1555,38,9,0
8600000US50038,86,86,0,0,0
8600000US50042,257,257,0,0,0
8600000US50103,462,458,0,0,0
8600000US50105,955,880,11,30,2
8600000US50109,3058,2975,11,17,0
8600000US50131,20920,18688,497,280,84
8600000US50134,749,589,0,35,0
8600000US50138,11741,11081,122,147,0
8600000US50149,903,890,0,0,0
8600000US50156,4865,4756,3,32,0
8600000US50158,30902,19898,301,5258,26
8600000US50217,636,619,0,7,0
8600000US50230,1050,1016,0,3,0
8600000US50310,31877,22720,2618,1465,160
8600000US50231,170,135,0,4,0
8600000US50261,2621,2529,0,0,0
8600000US50271,631,586,2,25,0
8600000US50312,16173,13685,960,517,56
8600000US50320,22209,12740,2193,2833,10
8600000US50321,9134,5768,1845,733,23
8600000US50322,31177,26212,1458,1169,19
8600000US50432,246,235,10,1,0
8600000US50482,841,818,0,23,0
8600000US50532,892,886,1,5,0
8600000US50533,3872,3461,0,224,0
8600000US50538,474,448,16,6,0
8600000US50540,932,811,3,46,0
8600000US50843,468,467,0,1,0
8600000US50830,1799,1763,0,18,0
8600000US50853,673,662,0,0,0
8600000US50854,2587,2440,3,11,0
8600000US50001,788,680,0,0,0
8600000US50007,480,476,0,4,0
8600000US50010,33965,26120,747,1180,54
8600000US50014,30231,24396,783,684,0
8600000US50039,376,375,0,0,0
8600000US50047,6120,5833,0,47,0
8600000US50048,778,711,0,34,0
8600000US50062,690,680,0,0,0
8600000US50073,1143,1073,13,24,0
8600000US50076,1551,1508,0,11,0
8600000US50115,2723,2619,3,49,0
8600000US50120,328,318,0,8,0
8600000US50123,671,650,0,8,0
8600000US50125,20354,19365,34,234,27
8600000US50132,241,232,0,3,0
8600000US50435,615,603,0,0,0
8600000US50426,49,49,0,0,0
8600000US50430,411,389,0,21,0
8600000US50431,187,179,5,0,0
8600000US50450,2705,2545,28,69,0
8600000US50452,947,775,23,106,0
8600000US50455,630,609,0,0,0
8600000US50456,1836,1684,13,68,2
8600000US50469,1517,1507,8,0,0
8600000US50480,873,825,9,34,0
8600000US50211,12816,12069,103,266,0
8600000US50214,939,939,0,0,0
8600000US50233,1366,1357,0,0,0
8600000US50235,389,347,10,16,0
8600000US50237,3347,3241,2,11,0
8600000US50135,1522,1468,0,26,0
8600000US50147,286,265,0,0,0
8600000US50148,392,387,0,5,0
8600000US50162,1335,1292,2,11,0
8600000US50168,780,742,10,10,0
8600000US50171,2581,2515,16,13,0
8600000US50252,205,187,4,11,0
8600000US50273,8339,7948,9,173,0
8600000US50276,2742,2441,50,20,0
8600000US50277,346,343,0,3,0
8600000US50421,3066,2614,0,355,0
8600000US50029,551,532,0,0,0
8600000US50423,2536,2366,13,113,0
8600000US50020,1300,1285,0,10,0
8600000US50021,27406,25069,485,695,2
8600000US50541,836,807,0,15,0
8600000US50548,5663,5171,33,289,0
8600000US50567,318,263,0,54,0
8600000US50569,609,585,2,6,0
8600000US50570,224,220,0,0,0
8600000US50606,751,750,0,0,0
8600000US50609,511,507,0,1,0
8600000US50643,2862,2807,0,11,0
8600000US50651,3685,3531,0,18,0
8600000US50665,3053,3019,0,4,0
8600000US50670,2198,2115,14,32,0
8600000US50676,2119,2040,0,25,0
8600000US50648,4536,4410,0,3,0
8600000US50669,2164,2113,0,16,0
8600000US50675,2315,2250,0,36,0
8600000US50049,6292,6123,11,106,1
8600000US50052,148,147,0,0,0
8600000US50112,11779,10533,304,280,0
8600000US50654,440,440,0,0,0
8600000US50668,1174,1140,0,31,0
8600000US50673,171,171,0,0,0
8600000US50542,921,882,0,34,0
8600000US50573,82,82,0,0,0
8600000US50551,94,94,0,0,0
8600000US50560,591,573,5,0,0
8600000US50568,1686,1459,0,212,0
8600000US50577,440,393,11,0,0
8600000US50583,2719,2630,5,12,0
8600000US50586,287,255,0,0,0
8600000US50593,37,37,0,0,0
8600000US50599,402,376,21,0,0
8600000US50605,248,248,0,0,0
8600000US50634,807,807,0,0,0
8600000US50641,1611,1571,0,20,0
8600000US50647,2037,2004,18,7,0
8600000US50659,5332,5016,21,207,11
8600000US50660,1372,1361,5,3,3
8600000US50662,6763,6360,127,152,0
8600000US50671,189,180,0,0,0
8600000US50674,3716,3624,0,45,0
8600000US50677,12327,11425,231,144,11
8600000US50682,1837,1718,0,38,0
8600000US50833,2337,2245,15,30,0
8600000US50836,250,237,0,9,0
8600000US50702,19300,15360,1697,767,17
8600000US50835,88,88,0,0,0
8600000US50837,341,337,0,3,0
8600000US50858,756,732,0,6,0
8600000US50511,6975,6599,72,188,0
8600000US50531,227,202,0,25,0
8600000US50554,1536,1387,37,34,0
8600000US50556,189,185,0,1,0
8600000US50561,395,381,0,14,0
8600000US50566,450,436,0,11,0
8600000US50576,318,285,2,20,0
8600000US50102,146,146,0,0,0
8600000US50585,1324,1282,5,15,0
8600000US50057,266,266,0,0,0
8600000US50064,165,158,0,7,0
8600000US50111,13764,12615,4,256,0
8600000US50116,296,290,0,6,0
8600000US50143,686,637,0,16,0
8600000US50563,2531,2413,0,42,0
8600000US50581,935,809,0,107,0
8600000US50604,1679,1617,0,29,0
8600000US50607,510,461,0,0,0
8600000US50622,3230,3180,3,0,0
8600000US50624,1657,1628,18,11,0
8600000US50652,95,87,0,8,0
8600000US50653,605,577,0,16,0
8600000US50446,459,446,0,2,0
8600000US50454,73,73,0,0,0
8600000US50458,2159,2065,6,63,0
8600000US50459,3014,2804,73,91,0
8600000US50466,1513,1440,0,15,0
8600000US50471,573,507,15,37,0
8600000US50479,543,513,3,12,0
8600000US50524,650,589,0,59,0
8600000US50117,128,128,0,0,0
8600000US50141,524,508,3,0,0
8600000US50212,2902,2771,0,35,0
8600000US50680,1185,1160,4,3,0
8600000US50167,697,637,0,50,0
8600000US50144,2713,2624,1,45,0
8600000US50157,807,713,6,27,0
8600000US50161,1817,1761,9,24,0
8600000US50220,8962,5554,381,2570,0
8600000US50227,22,22,0,0,0
8600000US50228,2930,2810,14,43,0
8600000US50239,72,69,2,0,0
8600000US50242,562,557,0,0,0
8600000US50244,1887,1764,0,56,0
8600000US50257,1018,941,18,32,0
8600000US50250,2340,2270,1,56,0
8600000US50316,16774,7158,2968,3478,147
8600000US50460,361,284,0,73,0
8600000US50544,410,398,0,0,0
8600000US50323,14560,13172,146,278,0
8600000US50433,329,329,0,0,0
8600000US50464,574,527,7,32,0
8600000US50026,610,539,0,6,0
8600000US50060,2625,2556,19,31,0
8600000US50611,333,320,3,0,0
8600000US50588,12513,5520,455,2931,0
8600000US50591,411,386,0,1,0
8600000US50594,189,174,0,0,0
8600000US50595,9041,7705,191,529,0
8600000US50598,868,842,18,4,0
8600000US50601,2639,2419,0,156,0
8600000US50613,44154,39857,1002,746,18
8600000US50616,10504,9474,239,250,0
8600000US50627,3175,2825,85,34,3
8600000US50628,1202,1188,0,14,0
8600000US50632,1045,1016,5,2,0
8600000US50707,8741,7160,637,308,0
8600000US50635,1684,1672,0,5,0
8600000US50636,1723,1648,40,0,0
8600000US50672,581,539,2,19,0
8600000US50801,9417,8755,63,311,0
8600000US50860,251,251,0,0,0
8600000US50862,206,199,0,4,0
8600000US50863,240,221,0,9,0
8600000US50315,35825,26037,2617,3553,81
8600000US50401,29033,25875,679,1173,0
8600000US50420,328,309,4,15,0
8600000US50465,164,141,0,3,0
8600000US50473,408,321,0,87,0
8600000US50475,1486,1448,0,4,0
8600000US50510,1034,932,42,24,0
8600000US50520,85,82,0,1,0
8600000US50528,268,265,0,0,0
8600000US50530,1183,1136,0,13,0
8600000US50539,625,620,0,2,0
8600000US50108,466,466,0,0,0
8600000US50151,583,566,2,8,0
8600000US50011,1498,1391,20,81,0
8600000US50012,4817,4506,104,66,0
8600000US50023,36456,33494,493,913,0
8600000US50127,17,17,0,0,0
8600000US50163,822,802,0,0,0
8600000US50255,73,66,0,7,0
8600000US50319,0,0,0,0,0
8600000US50324,4990,4277,76,140,0
8600000US50327,11381,9985,242,486,0
8600000US50467,86,83,0,0,0
8600000US50620,42,41,0,1,0
8600000US50664,104,104,0,0,0
