Zip,Total,white_1,black_1,white_2,black_2
8600000US78578,11677,3224,13,7935,0
8600000US78586,56284,2747,61,49909,27
8600000US78614,577,429,50,22,0
8600000US78617,28558,3758,1955,8484,169
8600000US78631,2856,2372,0,435,0
8600000US78635,464,415,0,49,0
8600000US78656,2157,543,0,1486,0
8600000US78663,846,725,0,24,56
8600000US78722,7110,4825,840,759,0
8600000US78664,62183,29282,6858,17218,80
8600000US78232,37732,21880,2104,10644,24
8600000US78235,1176,184,163,658,0
8600000US78238,25052,4671,1476,16269,0
8600000US78245,76177,14901,7329,44544,406
8600000US78247,53315,25386,3009,19997,165
8600000US78253,44036,15703,4068,18293,360
8600000US78256,11464,5041,805,3665,51
8600000US78259,26508,13836,1334,7260,26
8600000US78361,5386,371,2,4955,2
8600000US78260,27696,16744,955,7166,37
8600000US78339,330,71,0,259,0
8600000US78359,2065,198,2,1735,1
8600000US78369,393,24,0,369,0
8600000US78370,4846,1250,11,3327,0
8600000US78373,4174,3622,36,324,0
8600000US78377,3712,1217,309,1405,25
8600000US78382,21578,14693,363,4599,16
8600000US78385,523,36,0,465,0
8600000US78669,12106,10595,65,593,0
8600000US78701,9427,6824,396,1166,0
8600000US78735,17923,12023,427,3413,139
8600000US78752,21324,6533,1907,6281,88
8600000US78758,47470,17571,3618,13776,114
8600000US78801,22647,5036,86,14825,47
8600000US78850,1305,636,0,650,0
8600000US78873,1908,1534,5,366,0
8600000US78942,8629,4298,1199,2032,14
8600000US78956,5383,3616,419,1221,0
8600000US78005,668,124,0,527,0
8600000US83830,514,473,0,0,0
8600000US83832,1495,1392,3,29,0
8600000US83836,778,773,0,0,0
8600000US83841,302,302,0,0,0
8600000US83843,26775,23559,280,881,0
8600000US83846,848,737,3,39,0
8600000US83676,4994,2998,0,944,0
8600000US83704,40385,31666,716,4266,89
8600000US83404,23151,19934,48,910,0
8600000US83424,397,397,0,0,0
8600000US83435,648,571,2,17,0
8600000US83443,1107,998,0,98,0
8600000US83449,183,183,0,0,0
8600000US83469,28,28,0,0,0
8600000US83525,323,284,0,7,0
8600000US83526,314,312,0,0,0
8600000US83543,797,708,2,26,0
8600000US83615,1639,1638,0,1,0
8600000US83627,630,517,0,63,0
8600000US83656,619,322,0,259,0
8600000US83661,9787,7415,24,1506,0
8600000US83669,10270,9101,1,654,14
8600000US83849,2086,1805,7,78,0
8600000US83239,584,549,7,15,0
8600000US83241,2278,2039,0,119,0
8600000US83252,4266,3982,4,164,0
8600000US83255,1338,1249,0,0,0
8600000US83287,237,228,0,0,0
8600000US83318,17286,11532,21,4464,0
8600000US83320,921,692,0,192,0
8600000US83333,10398,7179,5,2694,0
8600000US83334,2114,1482,0,449,0
8600000US83446,24,24,0,0,0
8600000US83451,1051,809,15,198,0
8600000US83011,39,39,0,0,0
8600000US83211,6141,3451,0,1118,0
8600000US83112,439,409,0,0,0
8600000US83262,1283,1147,0,74,0
8600000US83414,382,382,0,0,0
8600000US83025,631,510,0,0,0
8600000US83209,1165,779,60,106,0
8600000US83233,0,0,0,0,0
8600000US83454,560,555,0,5,0
8600000US83460,227,162,30,7,0
8600000US83636,131,131,0,0,0
8600000US83646,59191,52209,490,2307,53
8600000US83825,273,247,0,11,0
8600000US83840,281,279,0,0,0
8600000US83844,1906,1508,36,116,0
8600000US83706,32855,27704,591,1396,45
8600000US83814,26607,24227,75,949,0
8600000US83876,1822,1009,1,34,0
8600000US83228,735,672,0,46,0
8600000US83313,3789,2776,0,807,0
8600000US83406,18103,16305,131,490,0
8600000US83520,218,210,0,0,0
8600000US83644,11486,9964,0,627,0
8600000US82327,955,915,10,0,0
8600000US82433,957,886,0,8,0
8600000US82512,182,130,0,0,0
8600000US82620,246,246,0,0,0
8600000US82636,4485,4307,0,72,0
8600000US82649,995,874,0,31,0
8600000US82714,77,77,0,0,0
8600000US82729,2671,2522,0,0,0
8600000US82842,639,609,0,30,0
8600000US82836,908,872,0,16,0
8600000US82007,21434,13963,356,4259,103
8600000US82009,34247,29219,1039,1993,0
8600000US82058,47,47,0,0,0
8600000US82070,20336,17839,38,1050,0
8600000US82215,101,95,0,5,0
8600000US82242,35,35,0,0,0
8600000US82322,197,189,0,8,0
8600000US82329,366,355,0,0,0
8600000US82428,180,150,0,0,0
8600000US82431,3534,2977,36,318,0
8600000US82510,433,52,0,0,0
8600000US82515,500,429,0,19,0
8600000US82520,13545,9807,18,209,0
8600000US82324,227,201,0,26,0
8600000US82443,4556,4268,0,112,0
8600000US82925,275,275,0,0,0
8600000US82604,27148,23206,288,2319,8
8600000US82609,17656,15836,137,1278,0
8600000US82633,9933,8794,1,701,0
8600000US82712,251,250,0,0,0
8600000US82727,1003,1003,0,0,0
8600000US82732,1823,1485,0,176,0
8600000US82831,266,263,0,0,0
8600000US82837,59,59,0,0,0
8600000US82923,341,341,0,0,0
8600000US82939,1519,1306,5,98,0
8600000US82410,2270,2111,2,36,0
8600000US82426,2728,2306,0,302,0
8600000US82430,77,73,0,4,0
8600000US82501,19688,14125,148,854,1
8600000US82718,26340,22698,46,2172,0
8600000US82635,172,166,0,6,0
8600000US82640,46,46,0,0,0
8600000US82711,122,122,0,0,0
8600000US82832,796,757,0,24,0
8600000US82937,4375,4198,0,38,0
8600000US82844,18,18,0,0,0
8600000US82930,14183,12017,15,1063,0
8600000US82934,50,43,0,7,0
8600000US82720,834,803,12,7,0
8600000US82932,272,262,0,10,0
8600000US82643,358,349,0,9,0
8600000US82929,127,84,0,0,0
8600000US82005,574,289,76,107,16
8600000US82073,48,28,2,8,0
8600000US82229,1,1,0,0,0
8600000US82334,441,359,11,66,0
8600000US82450,128,128,0,0,0
8600000US82630,0,0,0,0,0
8600000US82638,0,0,0,0,0
8600000US82646,0,0,0,0,0
8600000US82648,30,30,0,0,0
8600000US82715,0,0,0,0,0
8600000US83283,210,201,0,9,0
8600000US83325,849,541,0,129,0
8600000US83854,40905,37567,66,1311,0
8600000US83001,17145,13395,149,1926,28
8600000US83114,1050,972,0,61,0
8600000US83118,1028,982,0,46,0
8600000US83123,477,400,0,7,0
8600000US83226,1951,1880,0,22,0
8600000US83639,3515,2501,47,540,0
8600000US83316,9616,7626,4,1082,0
8600000US83436,488,430,3,50,3
8600000US83238,72,56,0,0,0
8600000US83539,2293,2113,3,89,0
8600000US83702,22378,19555,260,1113,0
8600000US88042,198,187,0,0,0
8600000US88072,1935,13,0,1539,19
8600000US88113,77,15,0,26,0
8600000US88114,15,15,0,0,0
8600000US88120,221,166,0,34,0
8600000US88126,53,51,0,0,0
8600000US88134,57,57,0,0,0
8600000US88301,1185,588,4,374,0
8600000US88312,2719,2185,0,534,0
8600000US88336,461,135,0,294,0
8600000US88338,87,87,0,0,0
8600000US88410,105,105,0,0,0
8600000US88419,132,101,0,28,0
8600000US88254,29,29,0,0,0
8600000US88267,1233,711,9,460,14
8600000US88321,86,30,0,56,0
8600000US88004,819,159,28,521,0
8600000US88421,39,0,0,39,0
8600000US88426,981,655,0,243,0
8600000US88232,2408,743,46,1310,2
8600000US88256,1693,561,0,984,0
8600000US88262,13,13,0,0,0
8600000US88337,2139,1705,0,148,0
8600000US88264,27,27,0,0,0
8600000US88316,2123,1262,24,721,0
8600000US88325,808,580,0,218,0
8600000US88346,2874,1171,67,1636,0
8600000US88347,118,107,0,7,0
8600000US88353,152,30,0,111,0
8600000US88354,0,0,0,0,0
8600000US88430,93,84,0,9,0
8600000US88011,31196,15579,1268,10017,55
8600000US88020,667,499,0,153,0
8600000US88030,22991,7057,271,13882,65
8600000US88047,2301,849,0,1270,0
8600000US88012,29044,9503,195,16476,76
8600000US88029,1244,215,0,1025,0
8600000US88033,0,0,0,0,0
8600000US88044,3527,534,0,2614,0
8600000US88112,173,150,2,3,0
8600000US88265,135,135,0,0,0
8600000US88268,173,173,0,0,0
8600000US88416,35,16,0,19,0
8600000US88053,209,191,0,18,0
8600000US88024,251,0,0,251,0
8600000US88051,114,109,0,5,0
8600000US88063,13961,340,9,12443,0
8600000US88116,450,366,0,40,0
8600000US88132,249,215,0,25,0
8600000US88135,1583,603,101,437,5
8600000US88201,26539,14343,165,8917,53
8600000US88210,18420,8273,204,8479,34
8600000US88240,40860,13542,2340,21511,51
8600000US88253,771,356,2,392,0
8600000US88255,22,0,0,22,0
8600000US88310,36282,20861,1538,8756,139
8600000US88323,0,0,0,0,0
8600000US88324,268,90,0,31,0
8600000US88344,25,25,0,0,0
8600000US88418,213,161,0,27,0
8600000US88422,61,61,0,0,0
8600000US88424,60,60,0,0,0
8600000US88427,211,165,0,34,0
8600000US88435,3787,800,50,2254,9
8600000US88003,500,224,15,233,0
8600000US88008,8337,1495,44,5937,0
8600000US88040,105,105,0,0,0
8600000US88041,1117,547,0,487,0
8600000US88043,1573,387,0,1097,0
8600000US88052,200,175,0,25,0
8600000US88061,17768,8894,18,7623,38
8600000US88065,532,332,0,200,0
8600000US88101,46995,22380,2483,8784,62
8600000US88340,3730,121,1,94,3
8600000US88352,4812,2508,41,1547,37
8600000US88401,6481,2846,122,2961,6
8600000US88411,46,43,0,3,0
8600000US88431,61,61,0,0,0
8600000US88436,50,50,0,0,0
8600000US88021,19189,1213,23,16640,30
8600000US88039,333,298,0,24,0
8600000US88317,1654,1337,4,241,0
8600000US88027,292,5,0,271,0
8600000US88119,1976,988,33,464,0
8600000US88314,56,56,0,0,0
8600000US88330,3879,2493,441,468,17
8600000US88341,590,508,0,1,0
8600000US88343,5,0,0,0,0
8600000US88351,162,82,0,80,0
8600000US88414,41,7,0,32,0
8600000US88434,458,299,0,120,0
8600000US88001,36800,8779,1059,22689,125
8600000US88022,1348,541,1,757,2
8600000US88023,2504,542,17,1850,0
8600000US88025,255,255,0,0,0
8600000US88242,7174,3941,64,2789,0
8600000US88115,94,52,0,25,0
8600000US88220,36708,18120,617,15261,36
8600000US88231,3412,1533,0,1770,0
8600000US88002,1170,503,314,269,0
8600000US88009,49,23,9,17,0
8600000US88026,1491,162,121,1169,0
8600000US88045,3450,1065,18,2235,0
8600000US88049,357,272,0,66,0
8600000US88056,197,187,0,10,0
8600000US88121,95,81,0,2,0
8600000US88125,75,39,0,0,0
8600000US88136,27,27,0,0,0
8600000US88230,4880,1473,0,3119,3
8600000US88252,2115,792,0,1259,0
8600000US88348,348,191,0,125,0
8600000US88350,301,252,0,49,0
8600000US88260,15142,4602,130,9045,99
8600000US88345,8418,5670,66,2236,18
8600000US88417,0,0,0,0,0
8600000US88055,39,39,0,0,0
8600000US88318,264,224,0,28,0
8600000US88415,3546,1629,82,1313,0
8600000US88048,2561,229,0,2088,0
8600000US88124,1037,872,0,79,0
8600000US88005,27284,8712,441,15669,79
8600000US88118,336,260,0,43,0
8600000US88263,182,34,0,129,0
8600000US88007,23350,8641,194,12704,94
8600000US88028,272,235,0,37,0
8600000US88032,252,54,0,198,0
8600000US88034,44,0,0,44,0
8600000US83709,58541,48627,1277,3183,0
8600000US83713,30688,25293,570,2195,130
8600000US83714,21763,19370,94,1066,78
8600000US83716,17076,13798,288,579,69
8600000US83802,205,155,31,3,0
8600000US83803,1114,1050,0,0,0
8600000US83822,1837,1673,0,9,0
8600000US83864,18035,16778,31,513,2
8600000US83824,282,125,0,0,0
8600000US83839,1165,1148,0,0,0
8600000US83851,1938,1129,4,105,0
8600000US83542,103,103,0,0,0
8600000US83545,361,304,0,5,0
8600000US83605,46488,26790,147,9058,0
8600000US83548,127,110,0,8,0
8600000US83554,372,356,16,0,0
8600000US83602,7,7,0,0,0
8600000US83116,672,554,12,25,0
8600000US79842,434,242,0,163,0
8600000US79907,53277,1717,229,39225,143
8600000US79567,3352,1875,41,1320,0
8600000US79719,598,133,0,441,0
8600000US79730,259,13,0,56,0
8600000US79756,9678,3831,523,4354,36
8600000US79759,16,16,0,0,0
8600000US79765,14782,6800,514,4751,17
8600000US79109,44352,32531,2359,5882,30
8600000US79225,1016,617,38,303,0
8600000US79226,2898,2352,166,261,6
8600000US79227,1431,1118,25,117,0
8600000US79234,24,24,0,0,0
8600000US79248,1597,827,243,332,0
8600000US79251,15,15,0,0,0
8600000US79256,227,202,0,16,0
8600000US79257,939,574,23,248,0
8600000US79261,357,229,19,77,0
8600000US79336,17406,7538,678,7729,13
8600000US79339,6658,2559,299,3067,216
8600000US79344,92,21,10,51,10
8600000US79124,8805,6958,62,743,0
8600000US79062,190,131,0,59,0
8600000US79091,132,132,0,0,0
8600000US79237,403,375,0,24,0
8600000US79244,855,585,19,123,0
8600000US79346,2248,721,67,1324,4
8600000US79351,1427,675,4,561,4
8600000US79749,363,309,0,52,0
8600000US79755,111,53,0,27,0
8600000US79764,21685,5821,540,11551,76
8600000US79788,556,359,6,142,0
8600000US79789,783,508,5,256,0
8600000US79849,12780,102,15,8336,0
8600000US79851,1428,245,46,609,0
8600000US79010,996,750,95,112,0
8600000US79036,5135,4152,16,522,0
8600000US79781,266,233,3,20,0
8600000US79785,77,14,0,57,0
8600000US79831,4,4,0,0,0
8600000US79843,2317,676,0,1453,0
8600000US79355,1799,740,0,982,12
8600000US79356,6100,2401,267,2648,5
8600000US79363,5611,3725,58,1437,0
8600000US79376,32,32,0,0,0
8600000US79414,18608,8963,1259,5839,76
8600000US79423,38547,23784,1405,9323,189
8600000US79424,46174,34733,912,5830,137
8600000US79511,1165,943,0,201,1
8600000US79517,203,170,0,33,0
8600000US79521,3761,2405,136,937,0
8600000US79530,484,411,2,32,0
8600000US79536,4879,4025,28,338,0
8600000US79561,716,620,32,37,0
8600000US79042,1046,899,10,80,0
8600000US79043,1447,238,16,1148,0
8600000US79032,76,30,0,41,0
8600000US79033,76,58,0,18,0
8600000US79011,188,163,0,14,0
8600000US79012,1341,1227,0,22,0
8600000US79022,11346,6030,554,3759,6
8600000US79031,1469,724,38,579,0
8600000US79083,1827,1392,15,202,0
8600000US79239,206,113,20,52,0
8600000US79241,2200,772,22,1288,10
8600000US79316,11333,4388,578,5667,56
8600000US79331,12561,4450,763,5183,52
8600000US79350,422,192,0,172,0
8600000US79357,2166,964,33,1061,16
8600000US79369,135,52,0,74,0
8600000US79410,10160,6972,312,1879,40
8600000US79416,33796,19029,2105,8797,94
8600000US79519,40,32,0,0,0
8600000US79520,2290,1379,172,479,0
8600000US79529,1476,899,19,401,25
8600000US79534,83,67,0,6,0
8600000US79538,238,195,0,34,0
8600000US79553,3305,1828,113,893,0
8600000US79563,1175,812,10,63,0
8600000US79565,203,186,0,15,0
8600000US79601,27379,14802,4104,3113,54
8600000US79603,23064,10197,2374,4835,82
8600000US79734,2142,1385,18,664,0
8600000US79743,309,205,0,48,0
8600000US79761,33960,10809,2170,15407,24
8600000US79330,142,142,0,0,0
8600000US79252,3004,2144,233,415,9
8600000US79322,1998,802,119,866,0
8600000US79325,2361,1381,13,803,0
8600000US79353,52,52,0,0,0
8600000US79358,1088,788,3,209,3
8600000US79378,276,159,6,78,0
8600000US79403,18147,4065,4994,6516,234
8600000US79404,10400,2154,2287,4803,94
8600000US79407,22065,13083,1173,5386,55
8600000US79412,16590,4391,1442,8806,180
8600000US79413,22181,13758,894,4917,68
8600000US79502,1272,962,48,178,0
8600000US79504,3204,2581,18,454,0
8600000US79505,287,229,1,38,0
8600000US79607,3268,1997,441,351,8
8600000US79705,41242,20773,3191,13865,117
8600000US79706,25919,12219,291,11811,18
8600000US79739,1213,693,0,158,0
8600000US79766,6815,1211,111,4116,0
8600000US79835,10810,676,0,6152,12
8600000US79848,802,213,23,295,0
8600000US79902,20543,3412,542,12522,40
8600000US79904,34461,5897,2009,21034,249
8600000US79847,156,156,0,0,0
8600000US79853,2624,41,0,1613,0
8600000US78624,21945,16501,3,3466,0
8600000US78634,30934,16519,3930,7316,125
8600000US78632,955,643,0,54,0
8600000US78659,3061,2589,0,396,0
8600000US78642,11817,9920,139,958,8
8600000US78626,33626,19584,1888,9364,255
8600000US78636,3722,2910,2,443,0
8600000US78643,6265,4803,18,548,4
8600000US78652,5504,3412,227,1470,11
8600000US78681,56959,33557,3220,10692,195
8600000US78704,48486,31690,1695,10986,157
8600000US78725,7886,1541,1423,1977,14
8600000US78739,20312,14171,623,2522,0
8600000US78742,828,198,68,403,0
8600000US78834,8549,841,4,6642,0
8600000US78837,236,118,0,118,0
8600000US78941,3143,2065,154,829,0
8600000US78944,537,414,70,14,0
8600000US78950,1785,1371,250,101,0
8600000US78021,318,314,0,4,0
8600000US78003,9539,7483,49,1405,0
8600000US78004,934,821,0,51,0
8600000US78012,321,98,0,213,0
8600000US78039,1747,949,11,664,0
8600000US78043,44838,1083,75,42169,22
8600000US78046,70320,1745,77,64952,104
8600000US78050,444,0,0,417,0
8600000US78055,1817,1568,104,145,0
8600000US78070,16241,12128,143,3315,0
8600000US78006,32931,24596,244,5639,49
8600000US78008,220,82,0,87,0
8600000US78375,2956,336,8,2317,0
8600000US78340,440,278,9,73,0
8600000US78371,271,0,0,260,0
8600000US78372,6174,2245,50,3760,0
8600000US78376,655,24,0,603,0
8600000US78379,1471,643,0,756,0
8600000US78383,3958,2728,5,1102,0
8600000US78389,1641,492,20,1103,0
8600000US78391,244,33,0,211,0
8600000US78410,28065,10810,317,15516,14
8600000US78414,39642,14207,1327,20160,73
8600000US78501,63554,6514,153,42436,170
8600000US78521,92108,3280,33,85859,61
8600000US78526,46799,2818,513,41134,119
8600000US78566,18249,2089,31,15355,14
8600000US78593,6008,223,0,5268,0
8600000US78877,777,155,0,601,0
8600000US78840,48143,6959,587,37601,132
8600000US78860,23,0,0,23,0
8600000US78872,1647,413,0,1224,0
8600000US78933,1294,1020,0,200,0
8600000US78953,790,790,0,0,0
8600000US78954,1083,1012,19,38,0
8600000US78851,33,25,0,0,0
8600000US78852,56838,1284,236,51351,76
8600000US78880,1812,725,0,1081,0
8600000US78883,285,252,0,26,0
8600000US78949,666,547,0,119,0
8600000US78959,1894,405,117,314,0
8600000US78744,48969,7597,3548,25589,323
8600000US78838,156,109,0,47,0
8600000US78748,50997,25409,3122,16262,107
8600000US78829,1274,9,0,1188,0
8600000US78830,887,29,0,796,0
8600000US78756,8323,6284,169,972,56
8600000US78406,2074,315,186,1545,0
8600000US78598,88,75,0,13,0
8600000US78657,5792,4802,66,386,0
8600000US78140,3936,952,76,1341,0
8600000US78221,39523,4864,256,29841,83
8600000US78357,2867,684,47,1924,0
8600000US78570,34608,1299,26,27671,60
8600000US78654,18450,12249,480,4592,0
8600000US78028,40447,28031,708,8400,30
8600000US78101,6175,3873,22,1537,0
8600000US78102,28662,8659,2502,16010,71
8600000US78119,7672,1685,1149,3202,0
8600000US78152,2174,1849,0,207,0
8600000US78154,40085,18736,4332,7521,679
8600000US78160,4786,3249,53,1257,8
8600000US78164,3287,2264,57,365,0
8600000US78204,12211,1406,118,8137,7
8600000US78212,29225,9290,662,16304,65
8600000US78215,2974,1527,49,922,13
8600000US78217,33960,12211,3688,13264,334
8600000US78226,7109,380,101,5581,40
8600000US78228,62126,5526,1157,50537,166
8600000US78231,8536,5467,44,2277,0
8600000US78236,6882,3286,1143,854,144
8600000US78237,39349,747,779,34609,76
8600000US78240,59502,19761,3979,24197,349
8600000US78249,59508,20844,4549,23585,286
8600000US78363,29949,5771,907,20385,118
8600000US78393,2166,1059,75,896,0
8600000US78415,40439,5679,1525,31736,70
8600000US78417,4558,241,347,3736,30
8600000US78504,56000,7997,686,39159,103
8600000US78545,572,0,0,572,0
8600000US78548,727,0,0,727,0
8600000US78565,112,65,0,47,0
8600000US78588,204,0,0,204,0
8600000US78594,1815,108,0,1612,0
8600000US78602,27958,17017,1918,5534,105
8600000US78607,41,41,0,0,0
8600000US78621,23496,10108,3209,4923,149
8600000US78640,56645,22190,2119,26825,501
8600000US78644,18274,7809,996,6611,131
8600000US78670,115,103,0,3,0
8600000US78731,27175,20907,457,1991,0
8600000US78734,18745,14634,413,2455,0
8600000US78741,52716,15363,6273,21049,385
8600000US78746,28495,21729,234,3606,19
8600000US78613,79699,52378,2238,12117,137
8600000US78615,1229,848,15,356,0
8600000US78623,921,741,91,5,0
8600000US78754,24408,6451,4059,6917,138
8600000US78705,33948,19263,2283,5022,132
8600000US78759,42524,29614,1527,4727,24
8600000US78563,190,68,0,122,0
8600000US78580,14719,1584,129,12447,17
8600000US78133,18398,14145,144,2342,0
8600000US78258,46418,23613,1898,13168,250
8600000US78404,18376,4909,355,11943,0
8600000US78639,8409,7253,8,659,0
8600000US78628,32946,24783,850,5316,70
8600000US78702,23389,9129,3440,7746,140
8600000US78745,62771,31331,3001,22672,75
8600000US78946,1247,804,443,0,0
8600000US78374,17885,10334,241,6396,1
8600000US78009,8620,3856,92,4040,0
8600000US78066,640,323,0,317,0
8600000US78595,6053,83,0,5861,0
8600000US78672,1173,1163,0,10,0
8600000US78109,40011,10742,9016,12175,434
8600000US78029,0,0,0,0,0
8600000US78044,456,30,0,426,0
8600000US78060,115,115,0,0,0
8600000US78104,69,22,0,47,0
8600000US78150,27,14,0,13,0
8600000US78162,404,301,0,98,0
8600000US78243,424,321,17,0,0
8600000US78335,0,0,0,0,0
8600000US78341,2107,36,0,1892,0
8600000US78342,427,7,0,420,0
8600000US78419,793,415,129,140,0
8600000US78535,747,153,0,585,0
8600000US78063,9591,7220,15,1226,0
8600000US78057,588,149,0,380,0
8600000US78677,19,19,0,0,0
8600000US78712,860,457,132,176,0
8600000US78802,251,0,0,251,0
8600000US78843,577,468,24,0,17
8600000US78871,56,52,0,4,0
8600000US78931,253,253,0,0,0
8600000US78951,0,0,0,0,0
8600000US78069,6376,1394,10,4350,12
8600000US78132,28620,21960,769,4327,0
8600000US78732,17849,12355,273,2606,0
8600000US78833,1536,1108,0,402,0
8600000US78218,36359,8560,5031,16868,650
8600000US78219,16897,3284,4968,6183,173
8600000US78223,55088,7954,2140,38303,160
8600000US78225,13915,521,84,11622,21
8600000US78227,49907,5473,2481,36786,323
8600000US78239,29255,9076,4556,11280,642
8600000US78254,58540,19987,3055,26955,642
8600000US78261,17127,8714,689,5614,263
8600000US78266,6633,4155,808,841,0
8600000US78332,28953,3727,196,23880,12
8600000US78353,274,22,0,235,0
8600000US78503,22034,1085,415,13779,0
8600000US78577,77835,4163,29,68123,27
8600000US78932,555,499,0,55,0
8600000US78885,86,72,0,11,0
8600000US78870,847,269,0,563,0
8600000US78881,2122,922,0,1106,0
8600000US78884,1224,1111,4,109,0
8600000US78934,6394,3687,649,965,0
8600000US79003,178,177,0,0,0
8600000US78935,1396,1066,0,206,0
8600000US79908,5907,2454,944,594,68
8600000US79930,28178,2884,1434,20281,49
8600000US79009,1728,264,17,1360,0
8600000US79015,22193,17264,429,2928,48
8600000US79019,1779,1632,7,61,0
8600000US79024,475,381,0,51,0
8600000US79034,585,469,1,59,0
8600000US79035,5177,1392,77,2454,0
8600000US79056,73,58,2,9,0
8600000US79064,2382,615,42,1589,0
8600000US79070,10045,4274,18,4582,123
8600000US79078,249,207,5,17,3
8600000US79088,5642,2514,357,1939,0
8600000US79093,97,79,0,0,0
8600000US79097,890,741,0,135,0
8600000US79007,14447,9677,437,3049,17
8600000US79025,49,41,0,8,0
8600000US79027,5013,1440,54,2972,0
8600000US79039,951,890,6,35,0
8600000US79044,701,264,0,416,0
8600000US79053,152,120,0,32,0
8600000US79084,2274,1183,9,842,2
8600000US79101,2133,1529,161,207,19
8600000US79107,34844,5541,5353,16810,129
8600000US79118,23246,16217,489,4690,38
8600000US79121,6252,4749,166,719,28
8600000US79229,401,302,13,82,0
8600000US79231,96,0,0,96,0
8600000US79250,1321,578,18,701,0
8600000US79106,27015,16675,1812,5977,82
8600000US79230,176,46,0,34,0
8600000US79821,7482,810,179,4703,6
8600000US79836,5796,480,0,3863,10
8600000US79855,2155,436,3,1312,0
8600000US79903,16399,1274,235,12700,20
8600000US79912,80264,17942,1456,43072,86
8600000US79915,35445,1238,484,28504,60
8600000US79927,41227,1036,102,30644,34
8600000US79932,28682,5117,190,16862,111
8600000US79001,200,186,0,12,0
8600000US79005,1639,793,6,559,0
8600000US79013,3708,103,381,2432,113
8600000US79014,4052,2499,34,1264,1
8600000US79029,15984,5982,246,5449,133
8600000US79046,674,515,9,36,0
8600000US79057,1368,1178,8,103,0
8600000US79059,701,555,0,118,0
8600000US79501,2710,1810,90,414,63
8600000US79503,94,89,1,0,0
8600000US78058,1121,780,0,143,0
8600000US78113,3029,2478,0,452,0
8600000US78122,384,246,27,111,0
8600000US78123,2412,1506,64,447,1
8600000US78125,78,66,0,12,0
8600000US78141,485,319,12,79,0
8600000US78143,249,246,0,3,0
8600000US78144,43,43,0,0,0
8600000US78209,42045,26833,1344,11064,109
8600000US78163,11106,7967,54,1714,0
8600000US78205,1224,554,36,511,0
8600000US78208,5031,534,767,2423,20
8600000US78216,41765,13379,2333,20874,311
8600000US78536,275,16,0,199,0
8600000US78541,44680,2481,418,38420,106
8600000US78542,75569,2809,795,65469,116
8600000US78561,688,31,0,629,0
8600000US78564,207,0,0,207,0
8600000US78567,495,16,0,476,0
8600000US78573,38839,1281,79,34825,47
8600000US78574,62040,2727,146,56333,10
8600000US78585,291,0,0,291,0
8600000US78590,366,8,0,345,0
8600000US78591,303,8,0,295,0
8600000US78633,25847,22837,280,1779,33
8600000US78665,48362,24020,5381,11368,64
8600000US81415,1506,1229,0,274,0
8600000US81418,1736,1482,0,112,105
8600000US81425,5582,3578,0,1839,9
8600000US81431,364,364,0,0,0
8600000US81504,28669,22290,353,4582,84
8600000US81521,15781,12985,19,1896,0
8600000US81128,100,76,0,24,0
8600000US81130,793,698,16,14,2
8600000US81422,691,637,0,34,0
8600000US81424,1000,944,15,36,0
8600000US81426,141,124,0,4,0
8600000US81505,10298,8364,123,1214,0
8600000US81522,131,131,0,0,0
8600000US81335,24,24,0,0,0
8600000US81430,711,700,0,0,0
8600000US81434,244,148,5,0,0
8600000US81615,2824,2700,4,6,0
8600000US81623,16461,10920,79,2517,8
8600000US81625,12478,10121,131,1669,19
8600000US81630,900,854,0,41,0
8600000US81631,8411,6948,6,1010,25
8600000US81645,1114,742,33,225,26
8600000US81648,2647,2263,23,204,0
8600000US81656,175,175,0,0,0
8600000US81330,94,55,9,0,8
8600000US81021,31,31,0,0,0
8600000US81059,541,302,90,111,0
8600000US81155,263,242,0,0,0
8600000US81222,460,423,0,37,0
8600000US81233,872,814,0,21,0
8600000US81244,381,364,1,5,0
8600000US81324,1289,1143,0,89,0
8600000US81325,192,181,0,11,0
8600000US81334,1422,26,13,18,0
8600000US81401,22633,16637,22,4343,0
8600000US81527,1853,1738,5,108,0
8600000US81632,10011,6139,4,2574,0
8600000US81653,16,16,0,0,0
8600000US81655,105,0,0,105,0
8600000US81001,30764,12036,532,9919,112
8600000US81050,9065,4898,167,2918,3
8600000US81003,14942,6732,622,4182,100
8600000US81062,1775,1148,130,351,0
8600000US81063,2867,1858,76,732,0
8600000US81040,298,117,0,107,0
8600000US81030,183,114,0,49,0
8600000US81069,2037,1469,0,526,0
8600000US81081,78,32,0,42,0
8600000US81124,204,2,0,200,0
8600000US81526,5582,4795,12,401,0
8600000US81620,10842,6115,369,2747,0
8600000US81624,1408,1129,54,161,6
8600000US81635,6634,4514,36,1145,0
8600000US81642,0,0,0,0,0
8600000US81647,7333,5315,50,1338,0
8600000US81650,13356,8702,52,2811,6
8600000US81652,4946,3896,0,798,0
8600000US81657,5850,5291,22,330,0
8600000US81610,320,261,0,51,0
8600000US81637,8554,4866,0,2862,0
8600000US81638,153,125,0,0,0
8600000US81641,3752,3153,2,352,0
8600000US81646,222,178,0,10,0
8600000US81649,370,195,0,135,0
8600000US81006,11614,7214,49,2912,0
8600000US81036,1059,918,5,42,0
8600000US81320,187,187,0,0,0
8600000US81223,1439,1333,3,46,0
8600000US81224,3374,3029,0,133,0
8600000US81248,102,102,0,0,0
8600000US81331,320,320,0,0,0
